ArticleId:start:stop, Happiness, HarmVirtue, HarmVice, FairnessVirtue, FairnessVice, IngroupVirtue, IngroupVice, AuthorityVirtue, AuthorityVice, PurityVirtue, PurityVice, MoralityGeneral, bias_count, assertives_count, factives_count, hedges_count, implicatives_count, report_verbs_count, positive_op_count, negative_op_count, wneg_count, wpos_count, wneu_count, sneg_count, spos_count, sneu_count, TTR,vad_neg,vad_neu,vad_pos,FKE,SMOG,stop,wordlen,WC,quotes,Exclaim,AllPunc,allcaps,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,LS,MD,NN,NNS,NNP,NNPS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,WP$,WRB,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,avg_word_sim,avg_sent_sim,x_y,x_2,y_2,PropagandaTechnique
703698295:8483:8503,4.12,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,1,0.756,0.244,0,-2.23,3,0.2,3.5,5,0,0,20,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1.81401439,0.443724527,1.484983418,697.6165681,0.363240539,Loaded_Language
703698295:320:353,5.66,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,1,0,0.46,0.54,2.4833,8.477225575,0.333333333,5.75,6,0,0,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0.5,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838315313,0.443724527,1.504876572,109.8296871,0.363240539,"Name_Calling,Labeling"
703698295:2687:2722,5.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,1,0.481,0.519,0,12.32,8.477225575,0.2,7,5,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,2.40023174,0.443724527,1.964871035,311.770354,0.363240539,Loaded_Language
703698295:2792:2808,5.24,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.79,8.477225575,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,3.119491663,0.443724527,2.553669594,429.3364445,0.363240539,"Name_Calling,Labeling"
703698295:2818:2850,4.973333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0,1,0,1,0,15.47,8.477225575,0.25,8.666666667,4,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3.174296941,0.443724527,2.598534138,525.7292914,0.363240539,"Name_Calling,Labeling"
703698295:3183:3201,4.993333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,1,0,1,0,20.59,8.477225575,0,5.666666667,3,0,0,33.33333333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276226663,0.443724527,3.500592785,137.6846331,0.363240539,"Name_Calling,Labeling"
703698295:4571:4597,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,1,0,1,0,9.57,10.74596669,0.2,5.25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,20,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597216684,0.443724527,2.126126302,445.4243779,0.363240539,Loaded_Language
703698295:4797:4816,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,1,0,0.217,0.783,8.79,3,0,4.25,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.431910839,0.443724527,2.809421311,93.31423823,0.363240539,Loaded_Language
703698295:6647:6658,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,0,1,0,-2.62,3,0.5,2,4,0,0,25,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684046137,0.443724527,3.015823609,459.6066955,0.363240539,Repetition
703698295:7231:7261,5.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0.833333333,0,1,0,-1.06,3,0.375,3.4,8,0,0,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0.333333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,2.108454642,0.443724527,1.726017278,310.55244,0.363240539,"Name_Calling,Labeling"
703698295:7641:7660,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0.744,0.256,0,26.49,10.74596669,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.506159378,0.443724527,6.963288546,1507.000032,0.363240539,Loaded_Language
703698295:8634:8736,5.53,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0,0,0,1,0.091,0.909,0,4.3838,8.477225575,0.476190476,4.909090909,21,0,0,19.04761905,0.047619048,0.058823529,0,0.058823529,0,0,0.176470588,0.058823529,0,0,0,0,0.176470588,0.058823529,0,0,0,0,0.117647059,0,0.058823529,0,0,0,0,0.058823529,0,0,0,0.058823529,0,0,0,0.058823529,0.058823529,0,0,42.85714286,9.523809524,4.761904762,0,0,0,4.761904762,0,4.761904762,0,9.523809524,4.761904762,0,9.523809524,0,4.761904762,14.28571429,9.523809524,4.761904762,0,0,0,9.523809524,0,0,0,4.761904762,4.761904762,0,0,0,0,14.28571429,0,0,0,4.761904762,0,0,4.761904762,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,1.09403021,0.443724527,0.89559197,161.9078629,0.363240539,Causal_Oversimplification
703698295:9765:9961,5.262857143,0,0,0,0,0,0,0.055555556,0,0,0,0,0.111111111,0.027777778,0,0,0,0.083333333,0.055555556,0.055555556,0.027777778,0.111111111,0.027777778,0.055555556,0.027777778,0,0.787878788,0,0.871,0.129,19.0921,16.41640786,0.416666667,6.333333333,36,0,0,5.555555556,0,0.090909091,0.03030303,0.121212121,0,0,0.212121212,0.090909091,0,0,0,0,0.242424242,0,0.03030303,0,0,0,0,0,0.03030303,0,0,0,0,0.060606061,0,0,0,0.03030303,0,0,0.03030303,0,0.03030303,0,0,50,0,0,0,0,0,0,0,0,11.11111111,2.777777778,2.777777778,0,2.777777778,0,0,22.22222222,11.11111111,0,0,2.777777778,0,2.777777778,0,0,0,2.777777778,2.777777778,0,0,0,0,22.22222222,8.333333333,0,0,8.333333333,0,2.777777778,2.777777778,8.333333333,0,0,0,0,0,0,0,0,0,8.333333333,0,5.555555556,0,0,2.777777778,0,0,0,5.555555556,0,0,0,0,1.027635003,0.443724527,0.84123971,41.89914943,0.363240539,Black-and-White_Fallacy
703698295:12626:12642,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.714,0.286,0,8.79,3,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66773202,0.443724527,15.2817269,804.424652,0.363240539,Loaded_Language
703698295:822:941,5.297142857,0,0,0,0,0,0,0,0,0,0.047619048,0,0.047619048,0,0,0,0,0.047619048,0.047619048,0.142857143,0.047619048,0.047619048,0.047619048,0.095238095,0.047619048,0,0.9,0.164,0.522,0.313,11.09,12.48683298,0.285714286,5.6,21,0,0,4.761904762,0,0,0,0.15,0,0,0.2,0.1,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0.05,0,0,0,0,0.05,0,0,0,0.05,0,0.05,0,0,0.05,0,0,42.85714286,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,4.761904762,19.04761905,0,0,4.761904762,0,0,0,0,0,0,14.28571429,4.761904762,9.523809524,4.761904762,0,0,19.04761905,0,4.761904762,4.761904762,0,4.761904762,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,14.28571429,0,0,0,0,2.121833549,0.443724527,1.736969482,148.5495018,0.363240539,Appeal_to_fear-prejudice
703698295:1633:1702,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.133333333,0,0,0,0.133333333,0.066666667,0,1,0.387,0.613,0,4.9108,10.74596669,0.333333333,4.3,15,0,0,0,0,0.083333333,0,0,0,0,0.166666667,0,0.083333333,0,0,0.083333333,0.25,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0,0,0,0,40,6.666666667,6.666666667,0,0,0,0,6.666666667,0,0,13.33333333,13.33333333,0,0,6.666666667,0,13.33333333,6.666666667,0,0,0,0,13.33333333,0,0,0,6.666666667,0,6.666666667,6.666666667,0,0,13.33333333,0,0,0,6.666666667,0,0,6.666666667,6.666666667,6.666666667,0,6.666666667,0,0,0,0,0,0,6.666666667,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,3.577288566,0.443724527,2.928430023,231.5976494,0.363240539,Appeal_to_fear-prejudice
703698295:1805:1819,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-2.62,3,0.333333333,4.5,3,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,33.33333333,33.33333333,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.95527659,0.443724527,13.8798814,2766.000656,0.363240539,Loaded_Language
703698295:2073:2089,4.31,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,1,0,8.79,8.477225575,0,7,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,25.55120208,0.443724527,20.91665402,3227.53445,0.363240539,"Exaggeration,Minimisation"
703698295:2285:2298,4.17,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0.791,0.209,0,8.79,8.477225575,0,6,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.81231379,0.443724527,21.13040457,3109.362508,0.363240539,Loaded_Language
703698295:4687:4739,4.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0.076923077,0,0,1,0,1,0,3.65,8.477225575,0.384615385,3.75,13,0,0,0,0,0.111111111,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0,0,0,0,0.111111111,0,0,0,0,0,0.111111111,0,0,0.222222222,0.111111111,0,0,0,46.15384615,15.38461538,15.38461538,0,0,0,0,15.38461538,0,0,7.692307692,7.692307692,0,0,0,0,7.692307692,15.38461538,0,0,0,0,23.07692308,0,0,0,0,0,0,0,0,0,23.07692308,0,0,7.692307692,15.38461538,0,0,7.692307692,15.38461538,7.692307692,0,7.692307692,0,0,0,0,0,0,7.692307692,0,7.692307692,0,0,0,0,0,0,0,0,0,0,0,4.654451793,0.443724527,3.810214389,731.1349615,0.363240539,Appeal_to_fear-prejudice
703698295:7231:7245,6.526666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,1,0,-5.18,3,0.25,3,4,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14.23298298,0.443724527,11.65136497,632.5265777,0.363240539,Loaded_Language
703698295:7719:7741,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1,0,1,0,26.49,10.74596669,0,10.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.71497252,0.443724527,21.8365542,31.66504527,0.337434231,Loaded_Language
703698295:8006:8060,5.14,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,1,0.198,0.539,0.263,14.08,10.74596669,0.375,7.2,8,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,37.5,12.5,0,0,0,0,0,0,12.5,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,7.55921314,0.443724527,5.748470327,13.25228391,0.337434231,Causal_Oversimplification
703698295:8954:8976,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,26.49,8.477225575,0,10.5,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.34612329,0.443724527,23.0769772,82.87533499,0.337434231,"Name_Calling,Labeling"
703698295:10166:10229,5.125,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0.071428571,0,0,0.071428571,0.071428571,0.071428571,0,0,0,0,1,0.236,0.764,0,5.8067,8.477225575,0.428571429,4,14,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0,0,0,0.083333333,0.083333333,0.083333333,0,0,0,0,0.083333333,0,0,0,0.166666667,0,0.083333333,0,0.083333333,0,0,0,42.85714286,14.28571429,14.28571429,0,0,0,0,14.28571429,0,0,14.28571429,0,0,14.28571429,0,7.142857143,14.28571429,7.142857143,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,14.28571429,0,0,7.142857143,7.142857143,0,0,7.142857143,7.142857143,0,0,0,0,0,0,0,0,0,21.42857143,7.142857143,7.142857143,0,0,0,0,0,0,0,0,0,0,0,5.135380005,0.443724527,3.905245034,17.7070569,0.337434231,Appeal_to_fear-prejudice
703698295:10820:10829,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20.2,8.477225575,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.75994006,0.443724527,50.02816544,167.8228802,0.332515638,Loaded_Language
703806098:166:185,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0.688,0.312,0,20.59,10.74596669,0,9,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119179963,0.53937875,0.089310369,0.827472649,0.404196429,Loaded_Language
703806098:2609:2667,6.06,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0.181818182,0,0.9,0,0.615,0.385,2.47,3,0.363636364,5.142857143,11,0,0,9.090909091,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,45.45454545,0,0,0,0,0,0,0,0,18.18181818,27.27272727,18.18181818,9.090909091,9.090909091,0,0,0,0,9.090909091,0,0,0,9.090909091,0,0,0,9.090909091,9.090909091,0,0,0,0,18.18181818,0,0,0,0,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473729842,0.53937875,0.355000841,8.885029271,0.404196429,Doubt
703806098:1605:1622,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,1,0.73,0.27,0,8.79,3,0,8,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.727034805,0.53937875,2.043569066,0,0.404196429,Loaded_Language
703806098:1632:1698,5.291428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,1,0,0.777,0.223,15.4533,15.24744871,0.222222222,7.285714286,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0.333333333,0,0,0.111111111,0,0,0,0,0,0,0.111111111,0.111111111,0,0.111111111,0,0,0.111111111,33.33333333,11.11111111,0,0,0,0,0,0,11.11111111,0,22.22222222,11.11111111,0,22.22222222,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,1.05887145,0.53937875,0.780526923,0.126819313,0.397592773,Doubt
703806098:2609:2667,6.06,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0.181818182,0,0.9,0,0.615,0.385,2.47,3,0.363636364,5.142857143,11,0,0,9.090909091,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,45.45454545,0,0,0,0,0,0,0,0,18.18181818,27.27272727,18.18181818,9.090909091,9.090909091,0,0,0,0,9.090909091,0,0,0,9.090909091,0,0,0,9.090909091,9.090909091,0,0,0,0,18.18181818,0,0,0,0,9.090909091,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296741042,0.53937875,0.955867963,0.7658597,0.397592773,Flag-Waving
703806098:144:160,5.14,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,1,0,1,0,8.79,3,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.322134314,0.53937875,5.397371862,33.9205079,0.397592773,Loaded_Language
703806098:1435:1455,6.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,1,0,0.435,0.565,13.1133,8.477225575,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.019450025,0.53937875,3.699991992,11.63541423,0.397592773,Loaded_Language
703821117:2350:2366,4.35,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0.792,0.208,0,20.59,8.477225575,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.092211378,0.655913929,0.067971861,0.202086685,0.483494461,Loaded_Language
