,article_id,sentence_no,sentence_length,average_word_length,max_word_length
1743,727736557,19,27,3.4615384615384617,9
1744,727736557,20,9,3.4615384615384617,9
1745,727736557,21,26,3.4615384615384617,9
1746,727736557,22,25,3.4615384615384617,9
1747,727736557,23,11,3.4615384615384617,9
1748,727736557,24,18,3.4615384615384617,9
1749,727736557,25,44,3.4615384615384617,9
1750,727736557,26,15,3.4615384615384617,9
1751,727736557,27,26,3.4615384615384617,9
1752,727736595,1,17,4.555555555555555,10
1753,727736595,2,25,4.555555555555555,10
1754,727736595,3,28,4.555555555555555,10
1755,727736595,4,23,4.555555555555555,10
1756,727736595,5,27,4.555555555555555,10
1757,727736595,6,0,4.555555555555555,10
1758,727869189,1,13,4.2,9
1759,727869189,2,11,4.2,9
1760,727869189,3,22,4.2,9
1761,727869189,4,25,4.2,9
1762,727869189,5,1,4.2,9
1763,727869189,6,10,4.2,9
1764,727869189,7,1,4.2,9
1765,727869189,8,12,4.2,9
1766,727869189,9,27,4.2,9
1767,727869189,10,31,4.2,9
1768,727869189,11,59,4.2,9
1769,727869189,12,16,4.2,9
1770,727869189,13,21,4.2,9
1771,727869189,14,1,4.2,9
1772,727869189,15,24,4.2,9
1773,727869189,16,16,4.2,9
1774,727869189,17,35,4.2,9
1775,727869189,18,1,4.2,9
1776,727869189,19,1,4.2,9
1777,727869189,20,18,4.2,9
1778,727869189,21,17,4.2,9
1779,727869189,22,17,4.2,9
1780,727869189,23,1,4.2,9
1781,727869189,24,6,4.2,9
1782,727869189,25,10,4.2,9
1783,728153988,1,14,5.136363636363637,11
1784,728153988,2,40,5.136363636363637,11
1785,728153988,3,22,5.136363636363637,11
1786,728153988,4,0,5.136363636363637,11
1787,728169864,1,11,5.071428571428571,11
1788,728169864,2,37,5.071428571428571,11
1789,728169864,3,42,5.071428571428571,11
1790,728169864,4,13,5.071428571428571,11
1791,728169864,5,21,5.071428571428571,11
1792,728169864,6,18,5.071428571428571,11
1793,728169864,7,17,5.071428571428571,11
1794,728169864,8,47,5.071428571428571,11
1795,728169864,9,31,5.071428571428571,11
1796,728169864,10,45,5.071428571428571,11
1797,728169864,11,63,5.071428571428571,11
1798,728169864,12,9,5.071428571428571,11
1799,728169864,13,16,5.071428571428571,11
1800,728169864,14,25,5.071428571428571,11
1801,728169864,15,44,5.071428571428571,11
1802,728169864,16,6,5.071428571428571,11
1803,728169864,17,28,5.071428571428571,11
1804,728169864,18,16,5.071428571428571,11
1805,728169864,19,30,5.071428571428571,11
1806,728169864,20,43,5.071428571428571,11
1807,728169864,21,38,5.071428571428571,11
1808,728169864,22,24,5.071428571428571,11
1809,728169864,23,21,5.071428571428571,11
1810,728169864,24,14,5.071428571428571,11
1811,728343601,1,9,5.0,11
1812,728343601,2,15,5.0,11
1813,728343601,3,27,5.0,11
1814,728343601,4,14,5.0,11
1815,728343601,5,7,5.0,11
1816,728343601,6,41,5.0,11
1817,728343601,7,28,5.0,11
1818,728343601,8,37,5.0,11
1819,728343601,9,34,5.0,11
1820,728343601,10,21,5.0,11
1821,728343601,11,25,5.0,11
1822,728343601,12,20,5.0,11
1823,728343601,13,20,5.0,11
1824,728343601,14,9,5.0,11
1825,728343601,15,11,5.0,11
1826,728343601,16,5,5.0,11
1827,728343601,17,14,5.0,11
1828,728343601,18,6,5.0,11
1829,728343601,19,7,5.0,11
1830,728343601,20,56,5.0,11
1831,728343601,21,32,5.0,11
1832,728343601,22,25,5.0,11
1833,728343601,23,25,5.0,11
1834,728343601,24,31,5.0,11
1835,728680557,1,12,5.166666666666667,11
1836,728680557,2,6,5.166666666666667,11
1837,728680557,3,11,5.166666666666667,11
1838,728680557,4,11,5.166666666666667,11
1839,728680557,5,23,5.166666666666667,11
1840,728680557,6,48,5.166666666666667,11
1841,728680557,7,70,5.166666666666667,11
1842,728680557,8,21,5.166666666666667,11
1843,728680557,9,15,5.166666666666667,11
1844,728680557,10,11,5.166666666666667,11
1845,728680557,11,12,5.166666666666667,11
1846,728680557,12,0,5.166666666666667,11
1847,728758697,1,9,3.6363636363636362,8
1848,728758697,2,8,3.6363636363636362,8
1849,728758697,3,17,3.6363636363636362,8
1850,728758697,4,22,3.6363636363636362,8
1851,728758697,5,57,3.6363636363636362,8
1852,728758697,6,3,3.6363636363636362,8
1853,728758697,7,6,3.6363636363636362,8
1854,728758697,8,8,3.6363636363636362,8
1855,728758697,9,15,3.6363636363636362,8
1856,728758697,10,12,3.6363636363636362,8
1857,728758697,11,11,3.6363636363636362,8
1858,728758697,12,11,3.6363636363636362,8
1859,728758697,13,0,3.6363636363636362,8
1860,728972961,1,16,4.476190476190476,9
1861,728972961,2,43,4.476190476190476,9
1862,728972961,3,35,4.476190476190476,9
1863,728972961,4,60,4.476190476190476,9
1864,728972961,5,4,4.476190476190476,9
1865,728972961,6,55,4.476190476190476,9
1866,728972961,7,13,4.476190476190476,9
1867,728972961,8,3,4.476190476190476,9
1868,728972961,9,47,4.476190476190476,9
1869,728972961,10,12,4.476190476190476,9
1870,728972961,11,14,4.476190476190476,9
1871,728972961,12,29,4.476190476190476,9
1872,728972961,13,14,4.476190476190476,9
1873,728972961,14,13,4.476190476190476,9
1874,728972961,15,27,4.476190476190476,9
1875,728972961,16,5,4.476190476190476,9
1876,728972961,17,44,4.476190476190476,9
1877,728972961,18,5,4.476190476190476,9
1878,728972961,19,5,4.476190476190476,9
1879,728972961,20,2,4.476190476190476,9
1880,728972961,21,2,4.476190476190476,9
1881,728972961,22,5,4.476190476190476,9
1882,728972961,23,9,4.476190476190476,9
1883,728972961,24,17,4.476190476190476,9
1884,728972961,25,37,4.476190476190476,9
1885,728972961,26,7,4.476190476190476,9
1886,728972961,27,13,4.476190476190476,9
1887,728972961,28,12,4.476190476190476,9
1888,728972961,29,7,4.476190476190476,9
1889,728972961,30,38,4.476190476190476,9
1890,728972961,31,17,4.476190476190476,9
1891,728972961,32,25,4.476190476190476,9
1892,728972961,33,36,4.476190476190476,9
1893,728972961,34,20,4.476190476190476,9
1894,728972961,35,19,4.476190476190476,9
1895,728972961,36,10,4.476190476190476,9
1896,728972961,37,25,4.476190476190476,9
1897,728972961,38,41,4.476190476190476,9
1898,728972961,39,4,4.476190476190476,9
1899,728972961,40,27,4.476190476190476,9
1900,728972961,41,22,4.476190476190476,9
1901,728972961,42,47,4.476190476190476,9
1902,728972961,43,8,4.476190476190476,9
1903,728972961,44,100,4.476190476190476,9
1904,728972961,45,10,4.476190476190476,9
1905,728972961,46,18,4.476190476190476,9
1906,728972961,47,6,4.476190476190476,9
1907,728972961,48,6,4.476190476190476,9
1908,728972961,49,19,4.476190476190476,9
1909,728972961,50,68,4.476190476190476,9
1910,728972961,51,12,4.476190476190476,9
1911,728972961,52,6,4.476190476190476,9
1912,728972961,53,26,4.476190476190476,9
1913,728972961,54,5,4.476190476190476,9
1914,728972961,55,21,4.476190476190476,9
1915,728972961,56,13,4.476190476190476,9
1916,728972961,57,19,4.476190476190476,9
1917,728972961,58,4,4.476190476190476,9
1918,728972961,59,28,4.476190476190476,9
1919,728972961,60,9,4.476190476190476,9
1920,728972961,61,27,4.476190476190476,9
1921,728972961,62,4,4.476190476190476,9
1922,728972961,63,24,4.476190476190476,9
1923,728972961,64,17,4.476190476190476,9
1924,728972961,65,38,4.476190476190476,9
1925,728972961,66,45,4.476190476190476,9
1926,728972961,67,4,4.476190476190476,9
1927,728972961,68,4,4.476190476190476,9
1928,728972961,69,31,4.476190476190476,9
1929,728972961,70,47,4.476190476190476,9
1930,728972961,71,6,4.476190476190476,9
1931,728972961,72,32,4.476190476190476,9
1932,728972961,73,4,4.476190476190476,9
1933,728972961,74,16,4.476190476190476,9
1934,728972961,75,36,4.476190476190476,9
1935,728972961,76,14,4.476190476190476,9
1936,728972961,77,6,4.476190476190476,9
1937,728972961,78,25,4.476190476190476,9
1938,728972961,79,4,4.476190476190476,9
1939,728972961,80,5,4.476190476190476,9
1940,728972961,81,28,4.476190476190476,9
1941,728972961,82,5,4.476190476190476,9
1942,728972961,83,3,4.476190476190476,9
1943,728972961,84,6,4.476190476190476,9
1944,728972961,85,4,4.476190476190476,9
1945,728972961,86,12,4.476190476190476,9
1946,728972961,87,18,4.476190476190476,9
1947,728972961,88,20,4.476190476190476,9
1948,728972961,89,4,4.476190476190476,9
1949,728972961,90,10,4.476190476190476,9
1950,728972961,91,6,4.476190476190476,9
1951,728972961,92,2,4.476190476190476,9
1952,728972961,93,4,4.476190476190476,9
1953,728972961,94,4,4.476190476190476,9
1954,728972961,95,22,4.476190476190476,9
1955,728972961,96,26,4.476190476190476,9
1956,728972961,97,11,4.476190476190476,9
1957,728972961,98,14,4.476190476190476,9
1958,728972961,99,10,4.476190476190476,9
1959,728972961,100,14,4.476190476190476,9
1960,728972961,101,22,4.476190476190476,9
1961,728972961,102,20,4.476190476190476,9
1962,728972961,103,3,4.476190476190476,9
1963,728972961,104,7,4.476190476190476,9
1964,728972961,105,6,4.476190476190476,9
1965,728972961,106,29,4.476190476190476,9
1966,728972961,107,9,4.476190476190476,9
1967,728972961,108,12,4.476190476190476,9
1968,728972961,109,3,4.476190476190476,9
1969,728972961,110,16,4.476190476190476,9
1970,728972961,111,50,4.476190476190476,9
1971,728972961,112,43,4.476190476190476,9
1972,728972961,113,20,4.476190476190476,9
1973,728972961,114,13,4.476190476190476,9
1974,728972961,115,6,4.476190476190476,9
1975,728972961,116,20,4.476190476190476,9
1976,728972961,117,10,4.476190476190476,9
1977,728972961,118,6,4.476190476190476,9
1978,728972961,119,7,4.476190476190476,9
1979,728972961,120,8,4.476190476190476,9
1980,728972961,121,7,4.476190476190476,9
1981,728972961,122,5,4.476190476190476,9
1982,728972961,123,5,4.476190476190476,9
1983,728972961,124,21,4.476190476190476,9
1984,728972961,125,5,4.476190476190476,9
1985,728972961,126,8,4.476190476190476,9
1986,728972961,127,12,4.476190476190476,9
1987,728972961,128,2,4.476190476190476,9
1988,728972961,129,9,4.476190476190476,9
1989,728972961,130,13,4.476190476190476,9
1990,728972961,131,6,4.476190476190476,9
1991,728972961,132,7,4.476190476190476,9
1992,728972961,133,15,4.476190476190476,9
1993,728972961,134,5,4.476190476190476,9
1994,728972961,135,21,4.476190476190476,9
1995,728972961,136,5,4.476190476190476,9
1996,728972961,137,4,4.476190476190476,9
1997,728972961,138,2,4.476190476190476,9
1998,728972961,139,5,4.476190476190476,9
1999,728972961,140,13,4.476190476190476,9
2000,728972961,141,4,4.476190476190476,9
2001,728972961,142,20,4.476190476190476,9
2002,728972961,143,4,4.476190476190476,9
2003,728972961,144,26,4.476190476190476,9
2004,728972961,145,5,4.476190476190476,9
2005,728972961,146,6,4.476190476190476,9
2006,728972961,147,5,4.476190476190476,9
2007,728972961,148,26,4.476190476190476,9
2008,728972961,149,25,4.476190476190476,9
2009,728972961,150,15,4.476190476190476,9
2010,728972961,151,5,4.476190476190476,9
2011,728972961,152,5,4.476190476190476,9
2012,728972961,153,6,4.476190476190476,9
2013,728972961,154,5,4.476190476190476,9
2014,728972961,155,14,4.476190476190476,9
2015,728972961,156,32,4.476190476190476,9
2016,728972961,157,7,4.476190476190476,9
2017,728972961,158,5,4.476190476190476,9
2018,728972961,159,14,4.476190476190476,9
2019,728972961,160,2,4.476190476190476,9
2020,728972961,161,8,4.476190476190476,9
2021,728972961,162,6,4.476190476190476,9
2022,728972961,163,5,4.476190476190476,9
2023,728972961,164,6,4.476190476190476,9
2024,728972961,165,22,4.476190476190476,9
2025,728972961,166,21,4.476190476190476,9
2026,728972961,167,13,4.476190476190476,9
2027,728972961,168,30,4.476190476190476,9
2028,728972961,169,7,4.476190476190476,9
2029,728972961,170,4,4.476190476190476,9
2030,728972961,171,15,4.476190476190476,9
2031,728972961,172,8,4.476190476190476,9
2032,728972961,173,9,4.476190476190476,9
2033,728972961,174,17,4.476190476190476,9
2034,728972961,175,7,4.476190476190476,9
2035,728972961,176,8,4.476190476190476,9
2036,728972961,177,11,4.476190476190476,9
2037,728972961,178,29,4.476190476190476,9
2038,728972961,179,15,4.476190476190476,9
2039,728972961,180,16,4.476190476190476,9
2040,728972961,181,11,4.476190476190476,9
2041,728972961,182,6,4.476190476190476,9
2042,728972961,183,14,4.476190476190476,9
2043,728972961,184,9,4.476190476190476,9
2044,728972961,185,31,4.476190476190476,9
2045,728972961,186,23,4.476190476190476,9
2046,728972961,187,8,4.476190476190476,9
2047,728972961,188,10,4.476190476190476,9
2048,728972961,189,6,4.476190476190476,9
2049,728972961,190,22,4.476190476190476,9
2050,728972961,191,17,4.476190476190476,9
2051,728972961,192,29,4.476190476190476,9
2052,728972961,193,11,4.476190476190476,9
2053,728972961,194,17,4.476190476190476,9
2054,728972961,195,5,4.476190476190476,9
2055,728972961,196,5,4.476190476190476,9
2056,728972961,197,24,4.476190476190476,9
2057,728972961,198,25,4.476190476190476,9
2058,728972961,199,11,4.476190476190476,9
2059,728972961,200,9,4.476190476190476,9
2060,728972961,201,7,4.476190476190476,9
2061,728972961,202,24,4.476190476190476,9
2062,728972961,203,7,4.476190476190476,9
2063,728972961,204,14,4.476190476190476,9
2064,728972961,205,25,4.476190476190476,9
2065,728972961,206,12,4.476190476190476,9
2066,728972961,207,11,4.476190476190476,9
2067,728972961,208,6,4.476190476190476,9
2068,728972961,209,5,4.476190476190476,9
2069,728972961,210,7,4.476190476190476,9
2070,728972961,211,42,4.476190476190476,9
2071,728972961,212,20,4.476190476190476,9
2072,728972961,213,2,4.476190476190476,9
2073,728972961,214,32,4.476190476190476,9
2074,728972961,215,21,4.476190476190476,9
2075,729303442,1,13,6.75,26
2076,729303442,2,40,6.75,26
2077,729303442,3,42,6.75,26
2078,729303442,4,26,6.75,26
2079,729303442,5,11,6.75,26
2080,729303442,6,32,6.75,26
2081,729303442,7,23,6.75,26
2082,729303442,8,34,6.75,26
2083,729303442,9,34,6.75,26
2084,729303442,10,41,6.75,26
2085,729303442,11,30,6.75,26
2086,729303442,12,26,6.75,26
2087,729303442,13,15,6.75,26
2088,729303442,14,31,6.75,26
2089,729303442,15,8,6.75,26
2090,729348908,1,14,4.0,9
2091,729348908,2,41,4.0,9
2092,729348908,3,44,4.0,9
2093,729348908,4,13,4.0,9
2094,729348908,5,15,4.0,9
2095,729348908,6,9,4.0,9
2096,729348908,7,22,4.0,9
2097,729348908,8,23,4.0,9
2098,729348908,9,40,4.0,9
2099,729348908,10,23,4.0,9
2100,729348908,11,14,4.0,9
2101,729348908,12,39,4.0,9
2102,729348908,13,31,4.0,9
2103,729348908,14,20,4.0,9
2104,729348908,15,15,4.0,9
2105,729348908,16,34,4.0,9
2106,729348908,17,18,4.0,9
2107,729348908,18,26,4.0,9
2108,729348908,19,7,4.0,9
2109,729348908,20,0,4.0,9
2110,729410793,1,14,4.416666666666667,9
2111,729410793,2,2,4.416666666666667,9
2112,729410793,3,26,4.416666666666667,9
2113,729410793,4,26,4.416666666666667,9
2114,729410793,5,50,4.416666666666667,9
2115,729410793,6,11,4.416666666666667,9
2116,729410793,7,39,4.416666666666667,9
2117,729410793,8,10,4.416666666666667,9
2118,729410793,9,23,4.416666666666667,9
2119,729410793,10,28,4.416666666666667,9
2120,729410793,11,88,4.416666666666667,9
2121,729410793,12,13,4.416666666666667,9
2122,729410793,13,31,4.416666666666667,9
2123,729410793,14,26,4.416666666666667,9
2124,729410793,15,25,4.416666666666667,9
2125,729410793,16,30,4.416666666666667,9
2126,729410793,17,10,4.416666666666667,9
2127,729410793,18,12,4.416666666666667,9
2128,729410793,19,0,4.416666666666667,9
2129,729549972,1,7,5.411764705882353,11
2130,729549972,2,13,5.411764705882353,11
2131,729549972,3,25,5.411764705882353,11
2132,729549972,4,39,5.411764705882353,11
2133,729549972,5,15,5.411764705882353,11
2134,729549972,6,33,5.411764705882353,11
2135,729549972,7,12,5.411764705882353,11
2136,729549972,8,36,5.411764705882353,11
2137,729549972,9,17,5.411764705882353,11
2138,729549972,10,0,5.411764705882353,11
2139,729561658,1,16,4.214285714285714,8
2140,729561658,2,5,4.214285714285714,8
2141,729561658,3,1,4.214285714285714,8
2142,729561658,4,9,4.214285714285714,8
2143,729561658,5,22,4.214285714285714,8
2144,729561658,6,36,4.214285714285714,8
2145,729561658,7,23,4.214285714285714,8
2146,729561658,8,30,4.214285714285714,8
2147,729561658,9,28,4.214285714285714,8
2148,729561658,10,9,4.214285714285714,8
2149,729561658,11,16,4.214285714285714,8
2150,729561658,12,19,4.214285714285714,8
2151,729561658,13,13,4.214285714285714,8
2152,729561658,14,21,4.214285714285714,8
2153,729561658,15,18,4.214285714285714,8
2154,729561658,16,14,4.214285714285714,8
2155,729578579,1,16,4.15,13
2156,729578579,2,32,4.15,13
2157,729578579,3,29,4.15,13
2158,729578579,4,61,4.15,13
2159,729578579,5,63,4.15,13
2160,729578579,6,34,4.15,13
2161,729578579,7,29,4.15,13
2162,729578579,8,36,4.15,13
2163,729578579,9,29,4.15,13
2164,729578579,10,29,4.15,13
2165,729578579,11,15,4.15,13
2166,729578579,12,16,4.15,13
2167,729578579,13,18,4.15,13
2168,729578579,14,34,4.15,13
2169,729578579,15,38,4.15,13
2170,729578579,16,11,4.15,13
2171,729578579,17,21,4.15,13
2172,729578579,18,46,4.15,13
2173,729578579,19,73,4.15,13
2174,729578579,20,43,4.15,13
2175,729578579,21,4,4.15,13
2176,729578579,22,16,4.15,13
2177,729578579,23,18,4.15,13
2178,729578579,24,18,4.15,13
2179,729578579,25,37,4.15,13
2180,729578579,26,23,4.15,13
2181,729578579,27,9,4.15,13
2182,729578579,28,14,4.15,13
2183,729578579,29,6,4.15,13
2184,729578579,30,18,4.15,13
2185,729578579,31,19,4.15,13
2186,729578579,32,18,4.15,13
2187,729578579,33,59,4.15,13
2188,729578579,34,28,4.15,13
2189,729578579,35,29,4.15,13
2190,729578579,36,12,4.15,13
2191,729578579,37,23,4.15,13
2192,729578579,38,0,4.15,13
2193,729578579,39,31,4.15,13
2194,729578579,40,84,4.15,13
2195,729578579,41,57,4.15,13
2196,729578579,42,74,4.15,13
2197,729578579,43,28,4.15,13
2198,729578579,44,28,4.15,13
2199,729578579,45,50,4.15,13
2200,729578579,46,5,4.15,13
2201,729578579,47,32,4.15,13
2202,729578579,48,20,4.15,13
2203,729578579,49,31,4.15,13
2204,729578579,50,26,4.15,13
2205,729578579,51,10,4.15,13
2206,729578579,52,6,4.15,13
2207,729578579,53,7,4.15,13
2208,729578579,54,4,4.15,13
2209,729578579,55,48,4.15,13
2210,729578579,56,5,4.15,13
2211,729578579,57,9,4.15,13
2212,729578579,58,24,4.15,13
2213,729578579,59,0,4.15,13
2214,729578579,60,16,4.15,13
2215,729578579,61,9,4.15,13
2216,729578579,62,20,4.15,13
2217,729578579,63,0,4.15,13
2218,729578579,64,6,4.15,13
2219,729578579,65,23,4.15,13
2220,729578579,66,31,4.15,13
2221,729578579,67,9,4.15,13
2222,729578579,68,3,4.15,13
2223,729578579,69,21,4.15,13
2224,729578579,70,34,4.15,13
2225,729578579,71,44,4.15,13
2226,729578579,72,69,4.15,13
2227,729578579,73,50,4.15,13
2228,729578579,74,28,4.15,13
2229,729578579,75,5,4.15,13
2230,729578579,76,16,4.15,13
2231,729578579,77,15,4.15,13
2232,729578579,78,27,4.15,13
2233,729578579,79,13,4.15,13
2234,729578579,80,19,4.15,13
2235,729578579,81,21,4.15,13
2236,729578579,82,44,4.15,13
2237,729578579,83,47,4.15,13
2238,729578579,84,31,4.15,13
2239,729578579,85,41,4.15,13
2240,729578579,86,30,4.15,13
2241,729578579,87,6,4.15,13
2242,729578579,88,27,4.15,13
2243,729578579,89,22,4.15,13
2244,729578579,90,35,4.15,13
2245,729578579,91,36,4.15,13
2246,729578579,92,43,4.15,13
2247,729578579,93,18,4.15,13
2248,729578579,94,5,4.15,13
2249,729578579,95,53,4.15,13
2250,729578579,96,25,4.15,13
2251,729578579,97,37,4.15,13
2252,729578579,98,13,4.15,13
2253,729578579,99,20,4.15,13
2254,729581752,1,13,5.03125,12
2255,729581752,2,27,5.03125,12
2256,729581752,3,31,5.03125,12
2257,729581752,4,34,5.03125,12
2258,729581752,5,36,5.03125,12
2259,729581752,6,27,5.03125,12
2260,729581752,7,22,5.03125,12
2261,729581752,8,26,5.03125,12
2262,729581752,9,32,5.03125,12
2263,729651527,1,12,8.333333333333334,21
2264,729651527,2,35,8.333333333333334,21
2265,729651527,3,5,8.333333333333334,21
2266,729651527,4,30,8.333333333333334,21
2267,729651527,5,39,8.333333333333334,21
2268,729651527,6,25,8.333333333333334,21
2269,729651527,7,21,8.333333333333334,21
2270,729651527,8,23,8.333333333333334,21
2271,729651527,9,45,8.333333333333334,21
2272,729651527,10,20,8.333333333333334,21
2273,729651527,11,31,8.333333333333334,21
2274,729651527,12,28,8.333333333333334,21
2275,729651527,13,12,8.333333333333334,21
2276,729651527,14,1,8.333333333333334,21
2277,729651527,15,3,8.333333333333334,21
2278,729668796,1,19,4.0625,15
2279,729668796,2,52,4.0625,15
2280,729668796,3,8,4.0625,15
2281,729668796,4,24,4.0625,15
2282,729668796,5,41,4.0625,15
2283,729668796,6,16,4.0625,15
2284,729668796,7,21,4.0625,15
2285,729668796,8,26,4.0625,15
2286,729668796,9,30,4.0625,15
2287,729668796,10,33,4.0625,15
2288,729668796,11,17,4.0625,15
2289,729668796,12,68,4.0625,15
2290,729668796,13,9,4.0625,15
2291,729668796,14,24,4.0625,15
2292,729668796,15,9,4.0625,15
2293,729668796,16,23,4.0625,15
2294,729668796,17,35,4.0625,15
2295,729668796,18,16,4.0625,15
2296,729670169,1,12,5.111111111111111,10
2297,729670169,2,3,5.111111111111111,10
2298,729670169,3,48,5.111111111111111,10
2299,729670169,4,33,5.111111111111111,10
2300,729670169,5,42,5.111111111111111,10
2301,729670169,6,8,5.111111111111111,10
2302,729670169,7,50,5.111111111111111,10
2303,729670169,8,40,5.111111111111111,10
2304,729670169,9,9,5.111111111111111,10
2305,729700539,1,12,4.090909090909091,9
2306,729700539,2,26,4.090909090909091,9
2307,729700539,3,70,4.090909090909091,9
2308,729700539,4,80,4.090909090909091,9
2309,729700539,5,78,4.090909090909091,9
2310,729700539,6,45,4.090909090909091,9
2311,729700539,7,22,4.090909090909091,9
2312,729940206,1,10,4.388888888888889,11
2313,729940206,2,28,4.388888888888889,11
2314,729940206,3,25,4.388888888888889,11
2315,729940206,4,13,4.388888888888889,11
2316,729940206,5,40,4.388888888888889,11
2317,729940206,6,22,4.388888888888889,11
2318,729940206,7,18,4.388888888888889,11
2319,729940206,8,9,4.388888888888889,11
2320,729940206,9,5,4.388888888888889,11
2321,729940206,10,10,4.388888888888889,11
2322,729940206,11,22,4.388888888888889,11
2323,729940206,12,10,4.388888888888889,11
2324,729940206,13,19,4.388888888888889,11
2325,729940206,14,11,4.388888888888889,11
2326,729940206,15,18,4.388888888888889,11
2327,729940206,16,0,4.388888888888889,11
2328,730149656,1,15,5.071428571428571,11
2329,730149656,2,29,5.071428571428571,11
2330,730149656,3,56,5.071428571428571,11
2331,730149656,4,35,5.071428571428571,11
2332,730149656,5,25,5.071428571428571,11
2333,730149656,6,19,5.071428571428571,11
2334,730149656,7,7,5.071428571428571,11
2335,730149656,8,18,5.071428571428571,11
2336,730149656,9,17,5.071428571428571,11
2337,730149656,10,34,5.071428571428571,11
2338,730149656,11,98,5.071428571428571,11
2339,730149656,12,34,5.071428571428571,11
2340,730149656,13,41,5.071428571428571,11
2341,730149656,14,6,5.071428571428571,11
2342,730149656,15,18,5.071428571428571,11
2343,730149656,16,62,5.071428571428571,11
2344,730149656,17,49,5.071428571428571,11
2345,730149656,18,24,5.071428571428571,11
2346,730149656,19,26,5.071428571428571,11
2347,730149656,20,13,5.071428571428571,11
2348,730149656,21,14,5.071428571428571,11
2349,730222442,1,12,4.2439024390243905,8
2350,730222442,2,30,4.2439024390243905,8
2351,730222442,3,21,4.2439024390243905,8
2352,730222442,4,6,4.2439024390243905,8
2353,730222442,5,19,4.2439024390243905,8
2354,730222442,6,14,4.2439024390243905,8
2355,730222442,7,10,4.2439024390243905,8
2356,730222442,8,15,4.2439024390243905,8
2357,730222442,9,26,4.2439024390243905,8
2358,730222442,10,38,4.2439024390243905,8
2359,730222442,11,41,4.2439024390243905,8
2360,730222442,12,0,4.2439024390243905,8
2361,730237078,1,14,3.9642857142857144,8
2362,730237078,2,42,3.9642857142857144,8
2363,730237078,3,26,3.9642857142857144,8
2364,730237078,4,6,3.9642857142857144,8
2365,730237078,5,15,3.9642857142857144,8
2366,730237078,6,51,3.9642857142857144,8
2367,730237078,7,44,3.9642857142857144,8
2368,730237078,8,34,3.9642857142857144,8
2369,730237078,9,28,3.9642857142857144,8
2370,730237078,10,0,3.9642857142857144,8
2371,730268758,1,22,3.217391304347826,7
2372,730268758,2,2,3.217391304347826,7
2373,730268758,3,9,3.217391304347826,7
2374,730268758,4,36,3.217391304347826,7
2375,730268758,5,50,3.217391304347826,7
2376,730268758,6,33,3.217391304347826,7
2377,730268758,7,12,3.217391304347826,7
2378,730268758,8,21,3.217391304347826,7
2379,730268758,9,20,3.217391304347826,7
2380,730268758,10,64,3.217391304347826,7
2381,730268758,11,23,3.217391304347826,7
2382,730268758,12,27,3.217391304347826,7
2383,730268758,13,26,3.217391304347826,7
2384,730268758,14,31,3.217391304347826,7
2385,730268758,15,45,3.217391304347826,7
2386,730268758,16,41,3.217391304347826,7
2387,730268758,17,44,3.217391304347826,7
2388,730268758,18,31,3.217391304347826,7
2389,730268758,19,34,3.217391304347826,7
2390,730268758,20,26,3.217391304347826,7
2391,730268758,21,44,3.217391304347826,7
2392,730268758,22,19,3.217391304347826,7
2393,730268758,23,19,3.217391304347826,7
2394,730268758,24,17,3.217391304347826,7
2395,730268758,25,53,3.217391304347826,7
2396,730268758,26,37,3.217391304347826,7
2397,730268758,27,23,3.217391304347826,7
2398,730559808,1,11,4.45,12
2399,730559808,2,2,4.45,12
2400,730559808,3,44,4.45,12
2401,730559808,4,1,4.45,12
2402,730559808,5,18,4.45,12
2403,730559808,6,20,4.45,12
2404,730559808,7,14,4.45,12
2405,730559808,8,41,4.45,12
2406,730559808,9,26,4.45,12
2407,730559808,10,29,4.45,12
2408,730559808,11,10,4.45,12
2409,730559808,12,17,4.45,12
2410,730559808,13,32,4.45,12
2411,730559808,14,3,4.45,12
2412,730559808,15,35,4.45,12
2413,730559808,16,26,4.45,12
2414,730559808,17,38,4.45,12
2415,730559808,18,22,4.45,12
2416,730559808,19,18,4.45,12
2417,730559808,20,57,4.45,12
2418,730559808,21,23,4.45,12
2419,730559808,22,25,4.45,12
2420,730559808,23,8,4.45,12
2421,730559808,24,48,4.45,12
2422,730559808,25,20,4.45,12
2423,730559808,26,0,4.45,12
2424,730573740,1,11,4.453608247422681,12
2425,730573740,2,2,4.453608247422681,12
2426,730573740,3,33,4.453608247422681,12
2427,730573740,4,74,4.453608247422681,12
2428,730573740,5,37,4.453608247422681,12
2429,730573740,6,25,4.453608247422681,12
2430,730573740,7,16,4.453608247422681,12
2431,730573740,8,15,4.453608247422681,12
2432,730573740,9,104,4.453608247422681,12
2433,730573740,10,39,4.453608247422681,12
2434,730573740,11,97,4.453608247422681,12
2435,730573740,12,0,4.453608247422681,12
2436,730652769,1,8,4.833333333333333,8
2437,730652769,2,26,4.833333333333333,8
2438,730652769,3,15,4.833333333333333,8
2439,730652769,4,19,4.833333333333333,8
2440,730652769,5,6,4.833333333333333,8
2441,730865684,1,12,4.863636363636363,9
2442,730865684,2,31,4.863636363636363,9
2443,730865684,3,36,4.863636363636363,9
2444,730865684,4,7,4.863636363636363,9
2445,730865684,5,21,4.863636363636363,9
2446,730865684,6,15,4.863636363636363,9
2447,730865684,7,15,4.863636363636363,9
2448,730865684,8,13,4.863636363636363,9
